title,address,city,price,bedroom,bathroom,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,year_missing,road_width_ft,area_sqft,build_area_sqft,price_category
"Mountain Property : Land For Sale In Kamalpokhari, Pokhara","Hudikot, Pokhara, Kamalpokhari, Pokhara",Pokhara,2500000,0,0,3.0,0,North,2074.0,390,5 Ropani,0 Feet,0 Feet,Unknown,N/A Aana,11 months ago,[],1,0.0,27380.0,,Medium
"Pragati Nagar : Land For Sale In Chauthe, Pokhara","chauthe. Pokhara, Chauthe, Pokhara",Pokhara,650000,0,0,3.0,0,North,2074.0,329,2 Ropani,0 Feet,0 Feet,Unknown,N/A Aana,11 months ago,[],1,0.0,10952.0,,Low
"Land Near Prithivi Highway : Land For Sale In Chauthe, Pokhara","Chauthe, Pokhara, Chauthe, Pokhara",Pokhara,12000000,0,0,3.0,0,North East,2074.0,453,20 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,11 months ago,[],1,20.0,6845.0,,High
"22 Aana Land For Sale Near Iceland Hotel Pokhara : Land For Sale In Dhampus, Kaski","Pokhara, Dhampus, Kaski",Kaski,1500000015,0,0,3.0,0,East,2074.0,438,22 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Aana,11 months ago,[],1,20.0,7529.5,,Premium
"DeepLila Sadan : House For Sale In Dhapakhel, Lalitpur","Dhapakhel Height, Dhapakhel, Lalitpur",Lalitpur,42000000,6,5,4.0,5,South West,2068.0,303,11 Aana,0 Feet / Blacktopped,0 Feet , Blacktopped,N/A Aana,11 months ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Water Well', 'Microwave', 'Water Tank', 'Solar Water', 'Fencing', 'Backyard', 'Frontyard', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage']",0,0.0,3764.75,,Premium
"Office Space For Rent In Kupondole, Lalitpur","Kupandole, Kupondole, Lalitpur",Lalitpur,50000,3,2,2.0,4,East,2015.0,644,4.5 Aana,25 Feet / Blacktopped,25 Feet , Blacktopped,650 Sq. Feet,11 months ago,"['Drainage', 'Water Supply']",0,25.0,1540.125,650.0,Low
"House For Sale In Budhanilkantha, Kathmandu","Chapali, Budhanilkantha, Kathmandu",Kathmandu,66000000,0,0,3.0,0,East,2074.0,387,8.3 Aana,40 Feet / Blacktopped,40 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,40.0,2840.675,,Premium
"Land For Sale In Thaiba, Lalitpur","Thaiba, Thaiba, Lalitpur",Lalitpur,1850000,0,0,3.0,0,South,2074.0,300,4 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,20.0,1369.0,,Medium
"Land For Sale In Hetauda, Makwanpur","Piple Marg, Hetauda, Makwanpur",Makwanpur,600000,0,0,3.0,0,East,2074.0,382,10 Dhur,3.5 Meter,3.5 Meter,Unknown,N/A Dhur,11 months ago,[],1,11.48294,1822.5,,Low
"Land For Sale In Chandragiri, Kathmandu","Matatirtha, Chandragiri, Kathmandu",Kathmandu,1200000,0,0,3.0,0,North East,2074.0,1.3K,4 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,20.0,1369.0,,Low
"House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu",Kathmandu,17000000,4,3,3.0,0,East,2074.0,553,3.1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,13.0,1060.9750000000001,,High
"Land For Sale In Budhanilkantha, Kathmandu","Deuba Chowk, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,3.0,0,South East,2074.0,271,17.5 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,20.0,5989.375,,Medium
"Land For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,13000000,3,3,2.0,0,South,2074.0,427,3.2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,13.0,1095.2,,High
"Land For Sale In Nagarkot, Bhaktapur","Nagarkot, Nagarkot, Bhaktapur",Bhaktapur,1500000,0,0,3.0,0,South,2074.0,263,5.5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,1 year ago,[],1,20.0,1882.375,,Medium
"House For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,700000,10,10,3.0,30,East,2074.0,706,14 Ropani,8 Meter,8 Meter,Unknown,N/A Sq. Feet,1 year ago,[],1,26.24672,76664.0,,Low
"House For Rent In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,225000,4,4,4.0,0,West,2074.0,290,2 Ropani,13 Feet,13 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,13.0,10952.0,,Low
"Business For Sale In Madhyapur Thimi, Bhaktapur","Nearby Kathmandu School of Law, Madhyapur Thimi, Bhaktapur",Bhaktapur,1100000,0,0,3.0,0,West,2074.0,214,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,1 year ago,[],1,15.0,600.0,,Low
"House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur",Bhaktapur,19500000,10,0,4.0,0,East,2074.0,479,3.5 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,20.0,1197.875,,High
"Land For Sale In Jorpati, Kathmandu","Nearby, Vens School, Jorpati, Kathmandu",Kathmandu,2900000,0,0,3.0,0,South,2074.0,286,3.5 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,1 year ago,[],1,10.0,1197.875,,Medium
"Land For Sale In Balaju, Kathmandu","Bypass, Balaju, Kathmandu",Kathmandu,4500000,0,0,3.0,0,West,2074.0,274,0-9-2-1 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Sq. Feet,1 year ago,[],1,16.0,3272.765625,,Medium
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Hanuman Chowk, Gokarneshwor, Kathmandu",Kathmandu,1600000,0,0,3.0,0,South,2074.0,183,34 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,[],1,15.0,11636.5,,Medium
"Land For Sale In Bhaktapur, Bhaktapur","Chamasing, Bhaktapur, Bhaktapur",Bhaktapur,1000000,0,0,3.0,0,North East,2074.0,344,15 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,[],1,12.0,5133.75,,Low
"Land For Sale In Chandragiri, Kathmandu","Srijana chowk, Chandragiri, Kathmandu",Kathmandu,1100000,0,0,3.0,0,North,2074.0,256,14 Aana,8 Feet / Soil Stabilized,8 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,[],1,8.0,4791.5,,Low
"House For Sale In Kamalpokhari, Kathmandu","Kamalpokhari, Kamalpokhari, Kathmandu",Kathmandu,55000000,2,3,3.0,0,North East,2074.0,586,3400 Sq. Feet,0 Feet,0 Feet,Unknown,3400 Sq. Feet,1 year ago,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,0.0,3400.0,3400.0,Premium
"Land For Sale In Mahalaxmi Nagarpalika, Lalitpur","Changathali, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,2250000,0,0,3.0,0,South,2074.0,280,4 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,[],1,13.0,1369.0,,Medium
"Apartment For Sale In Chandol, Kathmandu","Prestige Apartment, Chandol, Kathmandu",Kathmandu,22500000,3,4,3.0,0,North East,2074.0,1.3K,1780 Sq. Feet,20 Feet,20 Feet,Unknown,1780 Sq. Feet,1 year ago,"['Balcony', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",1,20.0,1780.0,1780.0,High
"Apartment For Sale In Panipokhari, Kathmandu","Nearby Japanese Embassy, Panipokhari, Kathmandu",Kathmandu,30000000,3,3,3.0,0,South East,2074.0,727,1380 Sq. Feet,11 Meter,11 Meter,Unknown,1380 Sq. Feet,1 year ago,"['Balcony', 'Gym', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply']",1,36.08924,1380.0,1380.0,Premium
"Apartment For Sale In Swayambhu, Kathmandu","Bijeshwori, Swayambhu, Kathmandu",Kathmandu,20000000,3,3,3.0,0,East,2074.0,596,1500 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply']",1,0.0,1500.0,,High
"Land For Sale In Minbhawan, Kathmandu","Nearby KENNT collage of Technology, Minbhawan, Kathmandu",Kathmandu,6500000,0,0,3.0,0,North,2074.0,262,5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,1 year ago,[],1,20.0,1711.25,,Medium
"Land For Sale In Naya Bazar, Kathmandu","Naya Bazar, Naya Bazar, Kathmandu",Kathmandu,6700000,0,0,3.0,0,South West,2074.0,291,12 Aana,12 Feet,12 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,12.0,4107.0,,Medium
"Land For Sale In Gokarneshwor, Kathmandu","Gokarna, Gokarneshwor, Kathmandu",Kathmandu,1000000,0,0,3.0,0,West,2074.0,393,5.5 Ropani,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,20.0,30118.0,,Low
"Land For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu",Kathmandu,2500000,0,0,3.0,0,South West,2074.0,229,12 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,13.0,4107.0,,Medium
"Land For Sale In Mahalaxmisthan, Lalitpur","Nearby Sobahiti, Mahalaxmisthan, Lalitpur",Lalitpur,2600000,0,0,3.0,0,South,2074.0,344,12 Aana,26 Feet,26 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,26.0,4107.0,,Medium
"Land For Sale In Lele, Lalitpur","Lele, Lele, Lalitpur",Lalitpur,250000,0,0,3.0,0,East,2074.0,396,9 Ropani,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,20.0,49284.0,,Low
"Land For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,2600000,0,0,3.0,0,North,2074.0,509,5 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,[],1,13.0,1711.25,,Medium
"Land For Sale In Chovar, Kathmandu","Chalnakhel, Chovar, Kathmandu",Kathmandu,400000,0,0,3.0,0,South East,2074.0,499,2 Ropani,13 Feet,13 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,13.0,10952.0,,Low
"Land For Sale In Godawari, Lalitpur","Chapagaun, Godawari, Lalitpur",Lalitpur,600000,0,0,3.0,0,East,2074.0,318,4 Ropani,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,20.0,21904.0,,Low
"House For Sale In Maligaon, Kathmandu","Maligaon, Maligaon, Kathmandu",Kathmandu,65000000,5,6,3.0,0,North West,2074.0,2K,12 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,13.0,4107.0,,Premium
"House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu",Kathmandu,28000000,6,4,3.0,0,South,2074.0,303,6.5 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,13.0,2224.625,,Premium
"Business For Sale In Chabahil, Kathmandu","Nearby AC Complex, Chabahil, Kathmandu",Kathmandu,500000,0,0,3.0,0,North,2074.0,360,300 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,1 year ago,[],1,13.0,300.0,,Low
"House For Sale In Sitapaila, Kathmandu","Padma Colony, Sitapaila, Kathmandu",Kathmandu,23000000,4,3,3.0,0,South,2074.0,441,0-5-2-2 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,20.0,1925.15625,,High
"House For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,35000000,5,4,3.0,0,South,2074.0,705,3 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,20.0,1026.75,,Premium
"Modern House For Sale At Bhaisepati! : House For Sale In Bhaisepati, Lalitpur","27.6845464, Bhaisepati, Lalitpur",Lalitpur,70000000,5,5,3.0,4,South West,2074.0,1.1K,10 Aana,13 Feet,13 Feet,Unknown,3000 Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Garage', 'Lawn', 'Fencing', 'Jacuzzi', 'Air Condition', 'Washing Machine', 'Frontyard', 'Garden', 'Microwave', 'Internet', 'Water Well', 'Intercom', 'Solar Water', 'Modular Kitchen', 'Deck', 'Electricity Backup']",1,13.0,3422.5,3000.0,Premium
"House For Sale In Budhanilkantha, Kathmandu","CG Hills Housing, Hattigauda, Budhanilkantha, Kathmandu",Kathmandu,80000000,6,7,3.0,4,South East,2074.0,814,14.75 Aana,13 Feet,13 Feet,Unknown,5320 Sq. Feet,1 year ago,[],1,13.0,5048.1875,5320.0,Premium
"House For Sale In Imadol, Lalitpur","Behind Swimming Pool, Imadol, Lalitpur",Lalitpur,22500000,7,4,3.0,0,South West,2074.0,280,3.3 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,13.0,1129.425,,High
"House For Sale In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur",Lalitpur,60000000,5,5,3.0,0,South,2074.0,372,10 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,20.0,3422.5,,Premium
"House For Sale In Pokhara, Pokhara","Near Deep Housing Pokhara, Pokhara, Pokhara",Pokhara,170000000,5,8,3.0,0,East,2074.0,1.7K,2 Ropani,8 Meter,8 Meter,Unknown,6000 Sq. Feet,1 year ago,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,26.24672,10952.0,6000.0,Premium
"Business For Sale In Thamel, Kathmandu","Mandala street, Thamel, Kathmandu",Kathmandu,2500000,0,0,3.0,0,South East,2074.0,229,200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,200.0,,Medium
"House For Sale In Thulo Bharyang, Kathmandu","Thulobharyang, Thulo Bharyang, Kathmandu",Kathmandu,22700000,5,2,3.0,0,West,2074.0,274,3.5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,12.0,1197.875,,High
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,19800000,9,0,3.0,0,South East,2074.0,316,3.5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,12.0,1197.875,,High
"House For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,33500000,7,3,3.0,0,East,2074.0,353,6 Aana,14 Feet / Soil Stabilized,14 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,14.0,2053.5,,Premium
"Business For Sale In Kapan, Kathmandu","Aakashedhara, Kapan, Kathmandu",Kathmandu,850000,0,0,3.0,0,North,2074.0,166,200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,200.0,,Low
"Business For Sale In Sankhamul, Kathmandu","Nearby Livepool International School., Sankhamul, Kathmandu",Kathmandu,2500000,0,0,3.0,0,North,2074.0,213,300 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,300.0,,Medium
"House For Sale In Baneshwor, Kathmandu","Buddhanagar, Baneshwor, Kathmandu",Kathmandu,52500000,0,0,3.0,0,West,2074.0,408,5 Aana,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,0.0,1711.25,,Premium
"Business For Sale In Dhungedhara, Kathmandu","Near Nursury Chowk, Dhungedhara, Kathmandu",Kathmandu,630000,0,0,3.0,0,South East,2074.0,219,250 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,250.0,,Low
"House For Sale In Nakhipot, Lalitpur","Near Kantipur Colony, Nakhipot, Lalitpur",Lalitpur,15100000,0,0,2.0,0,North,2074.0,551,3.2 Aana,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']",1,0.0,1095.2,,High
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,25000000,6,4,3.0,3,West,2074.0,305,4.5 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,1540.125,,High
"House For Sale In Sitapaila, Kathmandu","Near Padma Colony, Sitapaila, Kathmandu",Kathmandu,17000000,4,4,3.0,0,North,2074.0,802,3.1 Aana,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,0.0,1060.9750000000001,,High
"Business For Sale In Imadol, Lalitpur","Nearby Kist Medical Collage, Imadol, Lalitpur",Lalitpur,1700000,0,0,3.0,0,South,2074.0,190,1200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,1200.0,,Medium
"Business For Sale In Jorpati, Kathmandu","Opposite to Jubi Petrol Pump, Jorpati, Kathmandu",Kathmandu,3500000,0,0,3.0,0,South,2074.0,288,1000 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,1000.0,,Medium
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,25500000,5,2,3.0,2,North,2074.0,1.1K,0-3-1-1 Aana,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,0.0,1133.703125,,High
"Business For Sale In Taukhel, Lalitpur","Nearby KItini High School, Taukhel, Lalitpur",Lalitpur,600000,0,0,3.0,0,South West,2074.0,213,200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,200.0,,Low
"House For Sale In Gongabu, Kathmandu","Ganesthan, Gongabu, Kathmandu",Kathmandu,22500000,0,0,3.0,0,North,2074.0,449,3.5 Aana,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,0.0,1197.875,,High
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,34500000,10,0,3.0,0,South,2074.0,266,4.2 Aana,6 Meter,6 Meter,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,19.68504,1437.45,,Premium
"Business For Sale In Gaushala, Kathmandu","Pingalasthan, Gaushala, Kathmandu",Kathmandu,2000000,0,0,3.0,0,North,2074.0,207,250 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,250.0,,Medium
"Business For Sale In Gokarneshwor, Kathmandu","Nearby Sarbeshwor Mandir, Nayabasti, Gokarneshwor, Kathmandu",Kathmandu,750000,0,0,3.0,0,North,2074.0,236,200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,['Lawn'],1,0.0,200.0,,Low
"Business For Sale In Naya Bazar, Kathmandu","Khusibu, Naya Bazar, Kathmandu",Kathmandu,300000,0,0,3.0,0,East,2074.0,169,150 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,150.0,,Low
"Business For Sale In Samakhusi, Kathmandu","Kapurdhara, Samakhusi, Kathmandu",Kathmandu,550000,0,0,3.0,0,East,2074.0,189,250 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,['Water Supply'],1,0.0,250.0,,Low
"Land For Sale In Basundhara, Kathmandu","Nearby Diyalo Party palace, Basundhara, Kathmandu",Kathmandu,4500000,0,0,3.0,0,North,2074.0,224,1-7-2-0 Ropani,12 Feet,12 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,12.0,8042.875,,Medium
"Land For Sale In Kirtipur, Kathmandu","Bhatkeko Pati, Kirtipur, Kathmandu",Kathmandu,2100000,0,0,3.0,0,North West,2074.0,266,6 Aana,22 Feet,22 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,22.0,2053.5,,Medium
"Office Space For Rent In Jamal, Kathmandu","Kantipath, Jamal, Kathmandu",Kathmandu,90,0,0,1.0,0,North,2074.0,369,2378 Sq. Feet,42 Feet / Blacktopped,42 Feet , Blacktopped,N/A Sq. Feet,1 year ago,[],1,42.0,2378.0,,Low
"Land For Sale In Bode, Bhaktapur","Bode, Bode, Bhaktapur",Bhaktapur,2500000,0,0,3.0,0,North,2074.0,247,0-10-3-2 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,20.0,3721.96875,,Medium
"Land For Sale In Kalanki, Kathmandu","Dhungeadda, Kalanki, Kathmandu",Kathmandu,4000000,0,0,3.0,0,South,2074.0,221,5 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,20.0,1711.25,,Medium
"Business For Sale In Kapan, Kathmandu","Nearby Prashanti Chowk., Kapan, Kathmandu",Kathmandu,450000,0,0,3.0,0,East,2074.0,207,150 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,150.0,,Low
"Business For Sale In Jorpati, Kathmandu","Namuna Chowk, Jorpati, Kathmandu",Kathmandu,1200000,0,0,3.0,0,South,2074.0,240,200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,200.0,,Low
"Business For Sale In Nepaltar, Kathmandu","Near by Gramin School, Nepaltar, Kathmandu",Kathmandu,400000,0,0,3.0,0,East,2074.0,193,300 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,300.0,,Low
"Business For Sale In Maitidevi, Kathmandu","Opposite Citizen Bank, Maitidevi, Kathmandu",Kathmandu,750000,0,0,3.0,0,North,2074.0,228,500 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,['Water Supply'],1,0.0,500.0,,Low
"House For Rent In Sanobharyang, Kathmandu","Sanobharayang, Sanobharyang, Kathmandu",Kathmandu,50000,3,2,3.0,0,West,2074.0,703,4 Aana,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,0.0,1369.0,,Low
"Business For Sale In Balaju, Kathmandu","Bypass Chowk, Balaju, Kathmandu",Kathmandu,3500000,0,0,3.0,0,North,2074.0,198,500 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,500.0,,Medium
"Business For Sale In Kumaripati, Lalitpur","Opposite to Prabhu Bank, Kumaripati, Lalitpur",Lalitpur,1500000,0,0,3.0,0,West,2074.0,220,600 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,['Water Supply'],1,0.0,600.0,,Medium
"Business For Sale In Koteshwor, Kathmandu","Nearby Mahadevsthan Mandir, Koteshwor, Kathmandu",Kathmandu,1300000,0,0,3.0,0,North East,2074.0,189,800 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,['Water Supply'],1,0.0,800.0,,Low
"Business For Sale In Chandragiri, Kathmandu","Chandragiri, Chandragiri, Kathmandu",Kathmandu,600000,0,0,3.0,0,South,2074.0,190,150 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,150.0,,Low
"Business For Sale In Ekantakuna, Lalitpur","Nearby Kharibot, Ekantakuna, Lalitpur",Lalitpur,600000,0,0,3.0,0,South East,2074.0,169,500 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,500.0,,Low
"Business For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,650000,0,0,3.0,0,South,2074.0,239,1000 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,1000.0,,Low
"Business For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,450000,0,0,3.0,0,North,2074.0,198,500 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,500.0,,Low
"Business For Sale In Kalopul, Kathmandu","Kalopul, Kalopul, Kathmandu",Kathmandu,450000,0,0,3.0,0,South East,2074.0,236,1200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,1200.0,,Low
"Business For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,500000,0,0,3.0,0,South East,2074.0,203,200 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,0.0,200.0,,Low
"House For Sale In Sukedhara, Kathmandu","Brindaban Colony, Sukedhara, Kathmandu",Kathmandu,52500000,5,4,3.0,4,South,2074.0,3.9K,15 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,13.0,5133.75,,Premium
"Land For Sale In Godawari, Lalitpur","Taukhel, Godawari, Lalitpur",Lalitpur,1700000,0,0,3.0,0,South West,2074.0,294,5 aana Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,20.0,1711.25,,Medium
"Land For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,2100000,0,0,3.0,0,South East,2074.0,322,3 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,1 year ago,[],1,20.0,1026.75,,Medium
